productAsin,country,date,isVerified,ratingScore,reviewTitle,Review_Text,preprocessed_review,sentiment,sentiment_score,index,ml_sentiment
B09G9BL5CP,India,13-11-2023,True,5.0,"So Beautiful, So elegant, just looking like a wow.","I snagged the iPhone 13 during the Great Indian Festival for an unbeatable price of 45,000, and let me tell you, it's been a gamechanger in every way!Screen The display is absolutely stunning crisp, vibrant, and the colors pop like never before. Watching videos or scrolling through photos is a treat for the eyes. No complaints here!Hanging Zero issues with hanging or lagging. This phone handles multitasking like a champ. Switching between apps is smooth, and I haven't experienced any frustrating delays.Battery The battery life is surprisingly impressive. I can go a full day with normal usage, and it still has juice left in the tank. No more anxiously searching for a charger midday a definite win!Comfort The sleek design makes it a pleasure to hold, and the phone is just the right weight. It feels premium and comfortable in my hand, making it a joy to use for extended periods.Image Quality The camera on the iPhone 13 is a true standout. The photos are sharp, and the night mode is a gamechanger for capturing memories in low light. Selfies have never looked this good!Color I went for the classic Midnight color, and it's elegant and timeless. The finish adds a touch of sophistication, and it doesn't attract fingerprints like some other phones I've had in the past.In summary, getting the iPhone 13 during the Great Indian Festival was an absolute steal. From the incredible screen to the reliable battery life and stunning camera, it's exceeded my expectations. If you're on the fence, take the plunge you won't be disappointed.",snagged iphone great indian festival unbeatable price let tell gamechanger every wayscreen display absolutely stunning crisp vibrant color pop like never watching video scrolling photo treat eye complaint herehanging zero issue hanging lagging phone handle multitasking like champ switching apps smooth havent experienced frustrating delaysbattery battery life surprisingly impressive go full day normal usage still juice left tank anxiously searching charger midday definite wincomfort sleek design make pleasure hold phone right weight feel premium comfortable hand making joy use extended periodsimage quality camera iphone true standout photo sharp night mode gamechanger capturing memory low light selfies never looked goodcolor went classic midnight color elegant timeless finish add touch sophistication doesnt attract fingerprint like phone ive pastin summary getting iphone great indian festival absolute steal incredible screen reliable battery life stunning camera exceeded expectation youre fence take plunge wont disappointed,Negative,-1,77,Positive
B09G9BL5CP,India,27-06-2024,True,4.0,A Sleek and powerful device,"Here's a review for the iPhone 13 128GB in Midnight colorTitle A Sleek and Powerful Device!Rating 55I'm absolutely loving my new iPhone 13 in Midnight color! The sleek design and stunning display make it a headturner. With 128GB of storage, I have plenty of space for my favorite apps, photos, and music.The camera is incredible, capturing crisp and vibrant images even in low light. The battery life is impressive, lasting me a full day with heavy use. The A15 Bionic chip delivers lightningfast performance, making everything from gaming to multitasking a breeze.The Midnight color is sleek and sophisticated, and the OLED display is simply gorgeous. I couldn't be happier with my purchase!Pros Stunning display Excellent camera performance Fast performance Long battery life Sleek designCons None!Overall, I highly recommend the iPhone 13 128GB in Midnight color to anyone looking for a topnotch smartphone!",here review iphone gb midnight colortitle sleek powerful devicerating im absolutely loving new iphone midnight color sleek design stunning display make headturner gb storage plenty space favorite apps photo musicthe camera incredible capturing crisp vibrant image even low light battery life impressive lasting full day heavy use bionic chip delivers lightningfast performance making everything gaming multitasking breezethe midnight color sleek sophisticated oled display simply gorgeous couldnt happier purchasepros stunning display excellent camera performance fast performance long battery life sleek designcons noneoverall highly recommend iphone gb midnight color anyone looking topnotch smartphone,Positive,1,78,Positive
B09G9BL5CP,India,06-09-2024,True,5.0,Good Quality Product,I am happy to share that my personal review. iPhone is very smooth to handle. Display was too good. Camera quality is amazing.Worth it,happy share personal review iphone smooth handle display good camera quality amazingworth,Positive,1,79,Positive
B09G9BL5CP,India,18-09-2024,True,5.0,Amazing,Superb deviceAnd helpful deal amazon,superb deviceand helpful deal amazon,Neutral,0,80,Positive
B09G9BL5CP,India,16-09-2024,True,5.0,👍,Best,best,Positive,1,81,Positive
B09G9BL5CP,India,13-08-2024,True,4.0,Amazing,All is well,well,Neutral,0,82,Positive
B09G9BL5CP,India,07-09-2024,True,5.0,Nice,Mastt,mastt,Neutral,0,83,Neutral
B09G9BL5CP,India,02-09-2024,True,5.0,Best,Best,best,Positive,1,84,Positive
B09G9BL5CP,India,11-08-2024,True,5.0,Awesome Product,After use of 1 week Im write the review this is nice iPhone fast battery charging good battery backup of 1 days.Thanks Amazon,use week im write review nice iphone fast battery charging good battery backup daysthanks amazon,Positive,1,85,Positive
B09G9BL5CP,India,11-01-2023,True,5.0,Good product,I like the colour and battery capacity,like colour battery capacity,Neutral,0,86,Positive
B09G9BL5CP,India,03-10-2022,True,5.0,Good!,Great buy,great buy,Positive,1,87,Positive
B09G9BL5CP,India,11-09-2022,True,5.0,Not good,Not good kindly ignore,good kindly ignore,Positive,1,88,Negative
B09G9BL5CP,India,10-06-2022,True,5.0,Nice,Feels good in hand,feel good hand,Positive,1,89,Positive
B09G9BL5CP,India,12-02-2022,True,5.0,First Apple Product,First iPhone and really good experience.Camera Awesome!Battery Awesome!Overall Awesome!,first iphone really good experiencecamera awesomebattery awesomeoverall awesome,Positive,1,90,Positive
B09G9BL5CP,India,17-06-2022,True,5.0,face unlock is superb,awesome deal,awesome deal,Neutral,0,91,Positive
B09G9BL5CP,India,10-06-2022,True,5.0,It's an iPhone. What more do you need?,Great buy.,great buy,Positive,1,92,Positive
B09G9BL5CP,India,27-11-2021,True,5.0,Smooth value for money,Good productCamera is superbSmoothness is of next levelFeeling proud and feel honor,good productcamera superbsmoothness next levelfeeling proud feel honor,Positive,1,93,Positive
B09G9BL5CP,India,19-11-2021,True,5.0,"It’s an amazing phone….First time IPhone user, great user interface…Sexy looking phone.","Its an amazing phone.First time IPhone user, great user interfaceSexy looking phone.",amazing phonefirst time iphone user great user interfacesexy looking phone,Positive,1,94,Positive
B09G9BL5CP,India,04-04-2022,True,5.0,Good Product,Like this product,like product,Neutral,0,95,Positive
B09G9BL5CP,India,19-11-2022,True,5.0,Perfect phone.. It has its own cost 😅,"Definitely top notch, no doubt about it. iPhone 13 is my first apple product. Really impressed!!!",definitely top notch doubt iphone first apple product really impressed,Neutral,0,96,Positive
B09G9BL5CP,India,27-11-2022,True,5.0,Apple means Apple .. no comparison,Best in the budget No compromise on quality,best budget compromise quality,Positive,1,97,Positive
B09G9BL5CP,India,09-11-2023,True,2.0,Good,Good,good,Positive,1,98,Positive
B09G9BL5CP,India,05-09-2022,True,5.0,The display size feels small after shifting from Samsung,"Good enough Received genuine product from Amazon , so that is a plus.",good enough received genuine product amazon plus,Positive,1,99,Positive
B09G9BL5CP,India,27-06-2023,True,2.0,Adaptor didnot work,"Adaptor supplied with it was not working, when taken to authorized service center they said the adaptor was fake.Do not bur adaptor with it.",adaptor supplied working taken authorized service center said adaptor fakedo bur adaptor,Neutral,0,100,Neutral
B09G9BL5CP,India,24-03-2022,True,4.0,Nothing seems new,Good offers,good offer,Positive,1,101,Positive
B09G9BL5CP,India,16-07-2022,True,5.0,Awesome,Very nice and camera quality is great. More importantly the cinematic video,nice camera quality great importantly cinematic video,Positive,1,102,Positive
B09G9BL5CP,India,28-08-2022,True,5.0,Excellent 👌,Everything is good,everything good,Positive,1,103,Positive
B09G9BL5CP,India,28-07-2022,True,5.0,Package and delivery was amazing,Package and phone was delivered in good condition,package phone delivered good condition,Positive,1,104,Positive
B09G9BL5CP,India,11-06-2022,True,5.0,Wonderful phone,Great performance. Apple never disappoints but still very heavy on wallets,great performance apple never disappoints still heavy wallet,Positive,1,105,Positive
B09G9BL5CP,India,17-09-2024,True,5.0,Decent Phone. Working like a charm,Decent Phone. Working like a charm,decent phone working like charm,Neutral,0,106,Positive
B09G9BL5CP,India,30-07-2022,True,4.0,Review after 1 week of usage,"Got it for 65K on Amazon prime day. So as a lifelong android user I have switched to IOS. So will be dividing this into the pros and negsProduct red 128GBPros1 Received genuine product from Amazon was quite sceptic about it though2 Built quality excellent3 Camera quality excellent. True to life color reproduction, Indoor conditions amazing, night photos are good, facial tones are very good, day clicks are amazing. In short it's an amazing exp. Selfie cam also produces very good quality images. And also no shift in dynamic range while shifting BW wide and ultra wide cams.4 Display Its a really great display, not 120 hz, but the experience is no less than a 120 hz, coz of apple's great software optimization, buttery smooth, no jitters on the screen, won't feel like a 60 hz panel. Now the notch, yes it will be bothering a little bit but its got its own functions, face unlock and stuff works great in all environmental conditionsafter a little while you get adjusted and it got its own magic functions like when when the phone rings and you go close to it, it detects your presence and lowers the vol level.5 Performance Most powerful processor in the world.6 Battery With light usage will easily go for 2 days and with heavy 1 day. Remember to follow a charging pattern and it will give a solid battery exp.7 Speakers Very loud with a small thumpCons1 To keep photos and stuff you need to buy storage. 5 GB by default but that's nothing. Download google photos as an alternate sol. if you don't wanna buy storage.2 File management system sucks, android is much better.3 It has dolby atmos but for that you need a subscription to Apple music.4 Does not have a telephoto cam, which I think is a must at this price point.5 Somehow I am not getting 4g on my airtel, don't know why but in my android phone always used to get that.6 No USB C7 Siri is dumb AF8 Apple maps are not good, so download Google maps.9 Google keypad is much better than apple's.10 Notification panel and those small things like typing in the notification panel and other things that you can do in android is much much better than apple.11 As of now no haptic feedback while typing maybe coming on IOS 16Note Apple ecosystem still exploring that part but whenever you click any pic it automatically gets updated and I can see it in my Macbook also.Overall I would say if you are planning to buy a phone for responsiveness and does the everyday stuff without any hanging problems and stuff then buy it, and also if you are planning to keep it for a long time, then I think its a good investment for the future. Its got Great resale value.Hope this helps in making your decision easier.Update after 2 weeks of usageAll the above points remains the same, but I did check out the ecosystem and the experience has been amazing.1 I can receive and make phone calls cellular calls from my macbook, and the call quality is also good.So basically you can keep your phone in some other section of the house and you are working with your macbook somewhere else and if some call comes you can receive that on your macbook. PS your phone and macbook should be connected to a similar network, i.e wifi.2 Airplay Just from the lock screen itself i can play any video and also listen to music from my phone. So basically you can watch youtube amazon prime videosapp not in the macbook but present on phone and other stuff and also listen to music, and the switch of devices is also seamless. So someone in my house can use my macbook to watch movies on amazon primeplaying from my phone and I can browse linkedin or FB from my iphone.",got k amazon prime day lifelong android user switched io dividing pro negsproduct red gbpros received genuine product amazon quite sceptic though built quality excellent camera quality excellent true life color reproduction indoor condition amazing night photo good facial tone good day click amazing short amazing exp selfie cam also produce good quality image also shift dynamic range shifting bw wide ultra wide cam display really great display hz experience less hz coz apple great software optimization buttery smooth jitter screen wont feel like hz panel notch yes bothering little bit got function face unlock stuff work great environmental conditionsafter little get adjusted got magic function like phone ring go close detects presence lower vol level performance powerful processor world battery light usage easily go day heavy day remember follow charging pattern give solid battery exp speaker loud small thumpcons keep photo stuff need buy storage gb default thats nothing download google photo alternate sol dont wanna buy storage file management system suck android much better dolby atmos need subscription apple music telephoto cam think must price point somehow getting g airtel dont know android phone always used get usb c siri dumb af apple map good download google map google keypad much better apple notification panel small thing like typing notification panel thing android much much better apple haptic feedback typing maybe coming io note apple ecosystem still exploring part whenever click pic automatically get updated see macbook alsooverall would say planning buy phone responsiveness everyday stuff without hanging problem stuff buy also planning keep long time think good investment future got great resale valuehope help making decision easierupdate week usageall point remains check ecosystem experience amazing receive make phone call cellular call macbook call quality also goodso basically keep phone section house working macbook somewhere else call come receive macbook p phone macbook connected similar network ie wifi airplay lock screen play video also listen music phone basically watch youtube amazon prime videosapp macbook present phone stuff also listen music switch device also seamless someone house use macbook watch movie amazon primeplaying phone browse linkedin fb iphone,Positive,1,107,Positive
B09G9BL5CP,India,12-07-2024,True,4.0,"I loved it, if I forgot the price 😄","I used this phone is very smooth, fast, camera quality is natural photos, performance is great i play call of duty very nice",used phone smooth fast camera quality natural photo performance great play call duty nice,Positive,1,108,Positive
B09G9BL5CP,India,31-08-2024,True,5.0,Best iPhone,Affordable priced iPhone. Great build quality and fabulous user experience,affordable priced iphone great build quality fabulous user experience,Positive,1,109,Positive
B09G9BL5CP,India,14-08-2024,True,5.0,Excellent,I have been using this phone since 1 year its good after all,using phone since year good,Positive,1,110,Positive
B09G9BL5CP,India,07-08-2024,True,5.0,Excellent,No words. Excellent phone as usual from Amazon,word excellent phone usual amazon,Positive,1,111,Negative
B09G9BL5CP,India,23-07-2024,True,5.0,very good,nice product,nice product,Positive,1,112,Positive
B09G9BL5CP,India,08-07-2024,True,5.0,Really nice,Father gift,father gift,Neutral,0,113,Positive
B09G9BL5CP,India,11-05-2024,True,5.0,As expected...,This thing is a beast...Battery drain hi nahi hoti. Nazar na lagey,thing beastbattery drain hi nahi hoti nazar na lagey,Neutral,0,114,Neutral
B09G9BL5CP,India,15-05-2024,True,5.0,Nice!!!!,Product is great,product great,Positive,1,115,Positive
B09G9BL5CP,India,30-12-2023,True,5.0,Using after 3 months honest review,"This is my first iPhone and it always feels good to hold this masterpiece. This looks premium not just because of its branding, it has everything which makes it feel premium. However, despite all the looks and finish, the transition from Android to Apple is not very smooth and you may constantly lack certain features that can make life easy. I was using vivo y19 Lite before this and still have that phone with me. Putting out the feature that is being missed by me1. Forwarding Anything in Whatsapp Forwarding anything in Whatsapp from IPhone takes bit more step as compared to what is being offered in Android. This makes the entire process slow for an Android User2. App Switcher Apple could have easily made App Switcher easy with just light Swipe up, instead they made it with long pressed Swipe up. Why man, why.. You don't have any features for Swipe up, just make it easy to launch.3. Andorid Dialer is Always Missed Every android has a basic feature, where you can search the contact directly from Phone Dialer, here Dialer is used for Dialing Number only and it will not suggest you similar contact from contacts or last Dial. This is really bad.. If you have to Dial a number directly, use Dialer.. If you have to dial someone from Recent Call log, shift to that and if you to dial someone from contact, shift to that. Man, all this can be done under one button, under dialer. Android user will miss this very badly.4. Sending Multiple Files in Whatsapp If you wants to add more than 1 file directly from whatsapp, you have to do it twice. In Android, one can simple start selecting from whatspp itself and can select as many files as they wants and can send in a single click. Here for sending multiple files, you have to go to gallery or folder and select all files first and share it through whatsapp.5. No Swipe based shifting from Chats to Status and to calls In Android Whatsapp, you can switch between Calls, Chats and Status by just swiping, here you have to press button of each.6. Contact Viewing Contact list sorting method is still out of my mind. Man, make it easy. For example, if one of your contacts First Name or Middle Name or Last Name, any one of thing start with Alphabet ""A"", than it will be shown on top of the list. Apple, pls adopt any one method or at least allow us to customise it.7. Many Apps in Android are much more refined than its version on Apple.8. This is for those who had use Samsung Pay Samsung Pay was one of the best app for making UPI or Card Payment, just swipe up from home screen of Samsung Phones Only S Series and the app is open for payment, I miss that here very badly.9. Lack of Dual Messenger Facility You can't use two different WhatsApp numbers here in the same phone, as supported in all android right now.These are the issues that I face right now. Apart from this, the phone is good, the sound is loud and clear, it Feels Premium in Hand, the Touch is very good and Face ID works like a charm. Gesture control customisation is really good and you can customise a lot of things.",first iphone always feel good hold masterpiece look premium branding everything make feel premium however despite look finish transition android apple smooth may constantly lack certain feature make life easy using vivo lite still phone putting feature missed forwarding anything whatsapp forwarding anything whatsapp iphone take bit step compared offered android make entire process slow android user app switcher apple could easily made app switcher easy light swipe instead made long pressed swipe man dont feature swipe make easy launch andorid dialer always missed every android basic feature search contact directly phone dialer dialer used dialing number suggest similar contact contact last dial really bad dial number directly use dialer dial someone recent call log shift dial someone contact shift man done one button dialer android user miss badly sending multiple file whatsapp want add file directly whatsapp twice android one simple start selecting whatspp select many file want send single click sending multiple file go gallery folder select file first share whatsapp swipe based shifting chat status call android whatsapp switch call chat status swiping press button contact viewing contact list sorting method still mind man make easy example one contact first name middle name last name one thing start alphabet shown top list apple pls adopt one method least allow u customise many apps android much refined version apple use samsung pay samsung pay one best app making upi card payment swipe home screen samsung phone series app open payment miss badly lack dual messenger facility cant use two different whatsapp number phone supported android right nowthese issue face right apart phone good sound loud clear feel premium hand touch good face id work like charm gesture control customisation really good customise lot thing,Negative,-1,116,Positive
B09G9BL5CP,India,24-07-2024,True,5.0,Redefining Excellence: A Review of the iPhone 13 128GB,"The iPhone 13 128GB has surpassed my expectations in every aspect, setting a new standard for smartphone excellence. From its sleek design to its powerful performance and innovative features, this device has truly redefined what it means to own a premium smartphone.Design and Build QualityThe iPhone 13s design is a masterpiece of craftsmanship, featuring a sleek aluminum frame and a stunning ceramic shield front cover. The device feels incredibly premium in hand, with its compact form factor and exquisite attention to detail. The IP68 water and dust resistance provide added durability and peace of mind, making it perfect for everyday use.DisplayThe Super Retina XDR display of the iPhone 13 is nothing short of breathtaking. The 6.1inch OLED screen delivers vibrant colors, deep blacks, and excellent brightness levels, ensuring an immersive viewing experience for everything from streaming videos to browsing the web. The True Tone technology adapts the display to ambient lighting conditions, providing a comfortable viewing experience at all times.",iphone gb surpassed expectation every aspect setting new standard smartphone excellence sleek design powerful performance innovative feature device truly redefined mean premium smartphonedesign build qualitythe iphone design masterpiece craftsmanship featuring sleek aluminum frame stunning ceramic shield front cover device feel incredibly premium hand compact form factor exquisite attention detail ip water dust resistance provide added durability peace mind making perfect everyday usedisplaythe super retina xdr display iphone nothing short breathtaking inch oled screen delivers vibrant color deep black excellent brightness level ensuring immersive viewing experience everything streaming video browsing web true tone technology adapts display ambient lighting condition providing comfortable viewing experience time,Positive,1,117,Positive
B09G9BL5CP,India,25-06-2024,True,5.0,⭐⭐⭐⭐⭐ Great Phone - Super Happy with My iPhone 13!,"I've been using the Apple iPhone 13 Blue for six months now, and it's been fantastic. Here's my takeDesignThe blue color looks really cool and the phone feels premium. It's sleek and comfortable to hold.ScreenThe display is sharp and bright. Watching videos and scrolling through photos looks amazing.SpeedThis phone is super fast. I've had no issues with lag, even when playing games or multitasking.CameraThe cameras are awesome. Photos come out clear and vibrant, and it works great in low light too. Video recording is topnotch. BatteryThe battery life is solid. I get through a full day easily, even with heavy use. Fast charging is a nice plus.SoftwareiOS is smooth and easy to use. I love how well it works with my other Apple devices.Overall, the iPhone 13 is a great phone and I'm really happy with it. Definitely recommend it!",ive using apple iphone blue six month fantastic here takedesignthe blue color look really cool phone feel premium sleek comfortable holdscreenthe display sharp bright watching video scrolling photo look amazingspeedthis phone super fast ive issue lag even playing game multitaskingcamerathe camera awesome photo come clear vibrant work great low light video recording topnotch batterythe battery life solid get full day easily even heavy use fast charging nice plussoftwareios smooth easy use love well work apple devicesoverall iphone great phone im really happy definitely recommend,Positive,1,118,Positive
B09G9BL5CP,India,04-02-2023,True,4.0,Android to Apple Transition - Not a very smooth experience,"This is my first iPhone and it always feels good to hold this masterpiece. This looks premium not just because of its branding, it has everything which makes it feel premium. However, despite all the looks and finish, the transition from Android to Apple is not very smooth and you may constantly lack certain features that can make life easy. I was using Samsung S10 Lite before this and still have that phone with me. Putting out the feature that is being missed by me1. Forwarding Anything in Whatsapp Forwarding anything in Whatsapp from IPhone takes bit more step as compared to what is being offered in Android. This makes the entire process slow for an Android User2. App Switcher Apple could have easily made App Switcher easy with just light Swipe up, instead they made it with long pressed Swipe up. Why man, why.. You don't have any features for Swipe up, just make it easy to launch.3. Andorid Dialer is Always Missed Every android has a basic feature, where you can search the contact directly from Phone Dialer, here Dialer is used for Dialing Number only and it will not suggest you similar contact from contacts or last Dial. This is really bad.. If you have to Dial a number directly, use Dialer.. If you have to dial someone from Recent Call log, shift to that and if you to dial someone from contact, shift to that. Man, all this can be done under one button, under dialer. Android user will miss this very badly.4. Sending Multiple Files in Whatsapp If you wants to add more than 1 file directly from whatsapp, you have to do it twice. In Android, one can simple start selecting from whatspp itself and can select as many files as they wants and can send in a single click. Here for sending multiple files, you have to go to gallery or folder and select all files first and share it through whatsapp.5. No Swipe based shifting from Chats to Status and to calls In Android Whatsapp, you can switch between Calls, Chats and Status by just swiping, here you have to press button of each.6. Contact Viewing Contact list sorting method is still out of my mind. Man, make it easy. For example, if one of your contacts First Name or Middle Name or Last Name, any one of thing start with Alphabet ""A"", than it will be shown on top of the list. Apple, pls adopt any one method or at least allow us to customise it.7. Many Apps in Android are much more refined than its version on Apple.8. This is for those who had use Samsung Pay Samsung Pay was one of the best app for making UPI or Card Payment, just swipe up from home screen of Samsung Phones Only S Series and the app is open for payment, I miss that here very badly.9. Lack of Dual Messenger Facility You can't use two different WhatsApp numbers here in the same phone, as supported in all android right now.These are the issues that I face right now. Apart from this, the phone is good, the sound is loud and clear, it Feels Premium in Hand, the Touch is very good and Face ID works like a charm. Gesture control customization is really good and you can customize a lot of things.",first iphone always feel good hold masterpiece look premium branding everything make feel premium however despite look finish transition android apple smooth may constantly lack certain feature make life easy using samsung lite still phone putting feature missed forwarding anything whatsapp forwarding anything whatsapp iphone take bit step compared offered android make entire process slow android user app switcher apple could easily made app switcher easy light swipe instead made long pressed swipe man dont feature swipe make easy launch andorid dialer always missed every android basic feature search contact directly phone dialer dialer used dialing number suggest similar contact contact last dial really bad dial number directly use dialer dial someone recent call log shift dial someone contact shift man done one button dialer android user miss badly sending multiple file whatsapp want add file directly whatsapp twice android one simple start selecting whatspp select many file want send single click sending multiple file go gallery folder select file first share whatsapp swipe based shifting chat status call android whatsapp switch call chat status swiping press button contact viewing contact list sorting method still mind man make easy example one contact first name middle name last name one thing start alphabet shown top list apple pls adopt one method least allow u customise many apps android much refined version apple use samsung pay samsung pay one best app making upi card payment swipe home screen samsung phone series app open payment miss badly lack dual messenger facility cant use two different whatsapp number phone supported android right nowthese issue face right apart phone good sound loud clear feel premium hand touch good face id work like charm gesture control customization really good customize lot thing,Negative,-1,119,Positive
B09G9BL5CP,India,18-07-2024,True,4.0,Iphone 13,"After purchasing the iPhone 13, Im genuinely impressed with its performance and features. Heres a detailed review based on my experience Design and Build QualityThe iPhone 13 feels incredibly premium in hand. The flat edges and matte finish on the back give it a sleek and modern look. The build quality is topnotch, with the Ceramic Shield front adding a layer of durability that gives me confidence in its longevity. DisplayThe 6.1inch Super Retina XDR display is absolutely stunning. The colors are vibrant, and the blacks are deep, making everything from photos to videos look fantastic. The brightness levels are impressive, and even in direct sunlight, the screen remains perfectly readable. The slightly smaller notch is a nice touch, offering a bit more screen space. PerformanceThe A15 Bionic chip is a powerhouse. The iPhone 13 handles everything I throw at it with ease, from multitasking to gaming. Apps open almost instantly, and there's no lag whatsoever. Its clear that this phone is built for speed and efficiency. CameraThe camera system on the iPhone 13 is a standout feature. The 12MP wide and ultrawide lenses capture stunning photos with great detail and color accuracy. Lowlight performance is particularly impressive, thanks to the sensorshift optical image stabilization. The new Photographic Styles and Cinematic mode are fantastic additions, allowing for creative freedom and professionallooking videos. Battery LifeBattery life has been a pleasant surprise. I easily get through a full day of use on a single charge, even with heavy usage. The efficiency of the A15 Bionic chip and the slightly larger battery make a noticeable difference compared to previous models. SoftwareiOS 15 is smooth and intuitive. The new features like Focus modes, enhanced FaceTime capabilities, and improved privacy controls make the user experience even better. Everything feels wellintegrated and easy to use. Overall ImpressionThe iPhone 13 has exceeded my expectations. It offers a perfect balance of performance, design, and innovative features. Whether its the stunning display, powerful camera system, or impressive battery life, every aspect of this phone feels wellthoughtout and polished. I highly recommend it to anyone looking for a premium smartphone experience.",purchasing iphone im genuinely impressed performance feature here detailed review based experience design build qualitythe iphone feel incredibly premium hand flat edge matte finish back give sleek modern look build quality topnotch ceramic shield front adding layer durability give confidence longevity displaythe inch super retina xdr display absolutely stunning color vibrant black deep making everything photo video look fantastic brightness level impressive even direct sunlight screen remains perfectly readable slightly smaller notch nice touch offering bit screen space performancethe bionic chip powerhouse iphone handle everything throw ease multitasking gaming apps open almost instantly there lag whatsoever clear phone built speed efficiency camerathe camera system iphone standout feature mp wide ultrawide lens capture stunning photo great detail color accuracy lowlight performance particularly impressive thanks sensorshift optical image stabilization new photographic style cinematic mode fantastic addition allowing creative freedom professionallooking video battery lifebattery life pleasant surprise easily get full day use single charge even heavy usage efficiency bionic chip slightly larger battery make noticeable difference compared previous model softwareios smooth intuitive new feature like focus mode enhanced facetime capability improved privacy control make user experience even better everything feel wellintegrated easy use overall impressionthe iphone exceeded expectation offer perfect balance performance design innovative feature whether stunning display powerful camera system impressive battery life every aspect phone feel wellthoughtout polished highly recommend anyone looking premium smartphone experience,Positive,1,120,Positive
B09G9BL5CP,India,17-08-2024,True,4.0,Good product,Good product,good product,Positive,1,121,Positive
B09G9BL5CP,India,06-08-2024,True,4.0,Value for Money,"Stunning Display The Super Retina XDR display is vibrant and sharp, making everything from photos to videos look fantastic.Performance Powered by the A15 Bionic chip, the iPhone 13 handles multitasking, gaming, and demanding apps with ease.",stunning display super retina xdr display vibrant sharp making everything photo video look fantasticperformance powered bionic chip iphone handle multitasking gaming demanding apps ease,Neutral,0,122,Positive
B09G9BL5CP,India,13-08-2024,True,4.0,Delivered on scheduled date,I am satisfied with the product and schedule,satisfied product schedule,Neutral,0,123,Positive
B09G9BL5CP,India,16-08-2024,True,4.0,Nice,M loving it ......,loving,Neutral,0,124,Positive
B09G9BL5CP,India,06-09-2024,True,5.0,☺️☺️,"Well, its an iPhone.",well iphone,Neutral,0,125,Positive
B09G9BL5CP,India,27-10-2022,True,1.0,iPhone 13,Product was defective with in 24 hrs of getting productphone was found defectiveis amazon is buying defeective product or maple is selling defective product to amazon,product defective hr getting productphone found defectiveis amazon buying defeective product maple selling defective product amazon,Neutral,0,126,Negative
B09G9BL5CP,India,31-03-2022,True,1.0,Showoff product,I bought this phone Bcoz I have lot of money to showoff.,bought phone bcoz lot money showoff,Neutral,0,127,Neutral
B09G9BL5CP,India,01-07-2022,True,1.0,Body got minor cut mark in the body,Phones body is not so strong,phone body strong,Neutral,0,128,Negative
